identificador;enunciated;link_do_video;comment;alternativa_a;alternativa_b;alternativa_c;alternativa_d;alternativa_e;correct
SESPEPE2018R12Q44;;https://vimeo.com/434068340; A manobra de taxe vai ser feita quando temos uma inversão uterina. Vamos realizá-la através do toque vaginal, colocando o útero de volta na posição. Isso ocorre concomitante com outras medidas como ocitocina, misoprostol.  Resposta letra E.;A) Cabeça derradeira.;B) Prolapso de cordão umbilical.;C) Ruptura uterina.;D) Atonia uterina.;E) Inversão uterina.;
SESPEPE2018R12Q45;;https://vimeo.com/434068491; Quando falamos de fórceps, primeiro temos que saber os critérios de aplicabilidade do fórceps: dilatação completa, bolsa rota, feto vivo, proporção cefalopélvica, bexiga e retos vazios. Os fórceps mais utilizados na prática são o de Simpson, Kielland e Piper. O de Simpson é o mais utilizado no geral, o de Kielland é mais usado quando há assinclitismo ou nas variações transversas para ajudar na rotação, o de Piper é usado no parto pélvico em que a cabeça fica presa, cabeça derradeira. Portanto, temos como resposta letra B. Os fórceps de Barton e Ellion são menos usados na prática.;A) Simpson.;B) Piper.;C) Barton.;D) Kielland.;E) Elliot.;
UNICAMPSPSP2019R12Q49;;https://vimeo.com/434068709;" Temos uma mulher em que após 10 meses da parada do uso de anticoncepcional oral combinado ainda não voltou a menstruar. No exame físico temos um aumento de pelos no corpo, acne grau 2, índice de Ferriman Gallwey 14 (usado para avaliar hirsutismo), exame ginecológico normal e laboratório também todo normal. A investigação de amenorreia secundária é feita quando a paciente não está menstruando há 3 ciclos consecutivos, quando tem menos de 9 menstruações no ano ou quando está há 3-6 meses sem menstruar (depende da fonte). No caso em questão, além da amenorreia, a paciente tem sinais clínicos de hiperandrogenismo à acne, hirsutismo (pelo índice de Feriman Gallwey, o diagnóstico é feito quando acima de 6). Isso, com o fato dos exames laboratoriais estarem normais, nos faz pensar na síndrome dos ovários policísticos (SOP), portanto, a provável causa da sua amenorreia é anovulação crônica hiperandrogênica, resposta letra C. A – INCORRETA, quando existe insuficiência ovariana prematura, ocorre um hipogonadismo hipergonadotrófico, então os valores do FSH ficam muito elevados, mas o FSH da paciente está normal; B – INCORRETA, essa síndrome ocorre quando existe um hemorragia pós-parto tão importante que a hipófise sofre necrose, com evolução para um pan-hipopituitarismo, com alteração do TSH, do FSH, insuficiência adrenal; D – INCORRETA, essa síndrome ocorre quando houve injúrias no endométrio, com evolução para sinéquias, fibroses, que fazem com que o endométrio não consiga responder ao estrógeno.";A) Insuficiência ovariana prematura.;B) Síndrome de Sheehan.;C) Anovulação crônica hiperandrogênica.;D) Síndrome de Asherman.;;
UNICAMPSPSP2019R12Q50;;https://vimeo.com/434068854;" Temos uma mulher, com queixa de corrimento vaginal fétido, acizentado homogêneo, sem hiperemia de parede vaginal, pH 7 e teste das aminas positivo. Esse é um quadro típico de vaginose bacteriana, para o diagnóstico usamos os critérios de Amsel (3 de 4) à corrimento branco acizentado, bolhoso; Teste das aminas/whiff positivo; pH ? 4,5; presença de clue cells. A paciente tem os 3 primeiros critérios, confirmando o diagnóstico. O tratamento para esses casos pode ser feito com Metronidazol oral ou metronidazol vaginal, ambos por 7 dias, não sendo necessário tratamento do parceiro, visto que não é uma IST. Vamos avaliar as alternativas: A – INCORRETA, esse é o tratamento para candidíase; B – CORRETA, como explicado acima; C – INCORRETA, também é um tratamento para candidíase; D – INCORRETA, o parceiro não precisa ser tratado.";A) Fluconazol oral para o casal.;B) Metronidazol vaginal.;C) Nistatina vaginal;D) Metronidazol oral para o casal.;;
UNICAMPSPSP2019R12Q51;;https://vimeo.com/434068939;" Estamos diante de uma gestante com IG de 8 semanas e 3 dias, com queixa de sangramento vaginal em pequena quantidade e dor em fossa ilíaca esquerda há 1 dia. Tem BHCG positivo, confirmando a gestação, e no exame físico apresenta abdome pouco doloroso, mas sem irritação peritoneal, no toque vaginal tem útero pouco aumentado, mas tem um ANEXO ESQUERDO PALPÁVEL E DOLOROSO, que já nos faz pensar na possibilidade de uma gravidez ectópica. O USG nos confirma um saco gestacional de 3 cm em anexo esquerdo, confirmando uma gravidez ectópica. Agora nos resta escolher a melhor conduta para essa paciente. Na gravidez ectópica temos 3 possibilidades de conduta: 1. Expectante, vamos apenas aguardar e repetir o BHCG a cada 2-3 dias, para ver se a gravidez vai evoluir para abortamento tubário, isso pode ser feito caso a paciente esteja estável, com um saco gestacional de até 3 cm e um BHCG de até 200-1000 (depende da referência); 2. Tratamento conservador com Metotrexato, é preciso que a paciente esteja estável, com saco gestacional de até 3,5cm, BHC de até 5.000 e sem BCF, esse é o caso em questão; 3. Tratamento cirúrgico, pode ser feito por videolaparoscopia, caso saco gestacional maior do que 3,5cm, se BCF presente e paciente estável, ou por laparotomia caso a paciente esteja descompensada. Vamos avaliar as alternativas: A e B – INCORRETAS, vimos que a paciente não se enquadra no tratamento expectante; C – CORRETA, como BCF ausente, saco gestacional &lt; do que 3,5cm e BHC &lt; 5.000, podemos ter essa conduta, vamos solicitar o BHCG com 72 horas e com 7 dias, se houver diminuição dos valores do BHCG de 15% entre as duas medidas, confirmamos que teve uma boa resposta, caso não tenha essa resposta esperada, vamos avaliar se iremos fazer nova dose de metotrexato ou se vai mudar para abordagem cirúrgica; D – INCORRETA,  paciente não precisa de intervenção cirúrgica, e mesmo que fosse fazer um procedimento cirúrgico, não prec";A) Expectante com retorno em 24 horas para ultrassonografia.;B) Expectante com retorno em 72 horas para Beta-HCG.;C) Prescrever metotrexato e colher Beta-HCG em 72 horas.;D) Cirúrgica salpingectomia à esquerda.;;
UNICAMPSPSP2019R12Q52;;https://vimeo.com/434069081;" Temos uma gestante que no acompanhamento pré-natal apresentou as seguintes sorologias: HbsAg positivo (indicando Hepatite B ativa), HbeAg positivo (indicando replicação viral), Ac antiHbcAg positivo (só indica contato com o vírus), Ac antiHbsAg negativo (indicando que não tem imunidade contra o vírus). Então como a gestante tem uma hepatite B em atividade, com replicação viral, temos que fazer um antiviral para a paciente, para diminuir a chance de o bebê pegar hepatite B. Vamos avaliar as alternativas: A – INCORRETA, há sim a necessidade de antiviral, o RN deve receber tanto vacina para hepatite B quanto imunoglobulina; B – INCORRETA, a vacinação é feita para quem NÃO tem hepatite B, como a paciente em questão tem a doença ativa, não vai receber vacina; C – CORRETA, antiviral para mãe e RN vai receber vacina + imunoglobulina; D – INCORRETA, a via de parto será obstétrica.";A) Não há necessidade de terapia antiviral durante a gestação, o recém-nascido deve receber vacina logo após o nascimento.;"B) Realizar a vacinação da gestante em qualquer trimestre de sua gestação; o recémnascido deve receber vacina logo após o nascimento.";"C) Há necessidade de terapia antiviral durante a gestação; realizar vacinação e aplicação de Imunoglobulina específica para vírus B no recém-nascido.";"D) Realizar cesárea devido ao alto risco de transmissão vertical; o recém-nascido deve receber Imunoglobulina específica para vírus B logo após o nascimento.";;
UNICAMPSPSP2019R12Q53;;https://vimeo.com/434069194;" Olhando o partograma podemos ver que ele foi iniciado quando a dilatação chegou a 3cm, com desenho da linha de alerta 1 hora após início e a linha de ação 4 horas após a linha de alerta. Podemos ver também que a dilatação evolui bem ao longo das horas, até a dilatação máxima de 10cm. Já a apresentação, que no início do partograma ainda estava muito alta, não desceu como o esperado, mesmo com a boa evolução da dilatação a apresentação parou de descer. Então podemos dizer que houve uma parada secundária da descida, provavelmente por uma desproporção cefalo-pélvica. Isso é confirmado através dos dois toques, com dilatação completa e apresentação no mesmo lugar. Resposta letra A. B – INCORRETA, a dilatação não parou, a dilatação foi até os 10 cm e em um bom espaço de tempo; C – INCORRETA, essa parte do partograma não mostra como estavam as contrações uterinas, mas pela boa progressão da dilatação dá para inferir que as contrações uterinas estavam sendo efetivas; D – INCORRETA, o parto taquitócito é o parto muito rápido, em que o bebê nasce com menos de 4 horas de trabalho de parto.";A) Parada secundária da descida por desproporção céfalo-pélvica.;B) Parada secundaria da dilatação por distocia funcional.;C) Fase ativa prolongada por contratilidade uterina insuficiente.;D) Parto taquitócico por distocia funcional.;;
SESPEPE2018R12Q61;;https://vimeo.com/434069867; Como o próprio nome sugere, a Tetralogia de Fallout é uma cardiopatia cianogênica com 4 alterações: cavalgamento da aorta pelo septo interventricular, estenose do infundíbulo valvar pulmonar, hipertrofia do VD e comunicação interventricular (CIV). Portanto, temos que a alteração que não faz parte da T4F é a hipertrofia do VE.;A) Cavalgamento da aorta pelo septo interventricular.;B) Hipertrofia ventricular direita.;C) Hipertrofia ventricular esquerda.;D) Comunicação interventricular.;E) Estenose do infundíbulo valvar pulmonar.;
SESPEPE2018R12Q62;;https://vimeo.com/434070050;" Questão abordando acidentes na infância, que pede a alternativa INCORRETA, vamos avaliar as alternativas: A – CORRETA, é muito importante orienta para mãe não mexer no fogão com a criança no colo, não tomar líquidos quentes (café,chá) com criança no colo; B – INCORRETA, a maioria das vítimas são os MENORES de 5 anos de vida; C – CORRETA, é por isso que temos que ter cuidado com plantas venenosas dentro do domicílio, com o uso de veneno para animais, como o rato; D – CORRETA, é por isso que devemos alertar aos pais, para que os remédios estejam longe da criança, pois ela pode pensar que aquilo é um bombom e querer prova; E – CORRETA, é por isso que não se deve dar brinquedos pequenos para as crianças muito pequenas, elas podem botar na boca e engolir, podendo ficar engasgadas.";A) Os principais causadores de queimaduras são os acidentes domésticos através dos líquidos aquecidos.;B) A maioria das vítimas de aspiração de corpo estranho é de crianças maiores de 5 anos de vida, sendo o sexo masculino o mais acometido.;C) Quando expostas ao veneno, crianças sofrem consequências mais sérias, pois elas são menores, têm metabolismo rápido, e seus organismos são menos capazes de lidar com toxinas químicas.;D) Os medicamentos são os agentes predominantes nas intoxicações em crianças.;E) Quedas e engasgamentos são os principais responsáveis pelos acidentes e mortes relacionados com brinquedos, e um dos principais culpados de engasgamento são os balões de látex.;
SESPEPE2018R12Q63;;https://vimeo.com/434070291;" Temos uma criança de 5 anos com febre elevada e cefaleia há 5 dias, rash há 3 dias, o rash é eritematoso micropapular difuso, palidez perioral, petéquias em dobras articulares. Essa clínica é característica da escarlatina, doença exantemática comum da infância, e para sacramentar o diagnóstico ainda apresenta orofaringe hiperemiada, com exudato e língua em framboesa, que também é bastante característico da doença. A questão nos pede a hipótese diagnóstica e o tratamento, vamos avaliar as alternativas: A e D – INCORRETAS, apesar de ser um diagnóstico diferencial, para fechar o diagnóstico de Kawasaki precisaríamos de mais critérios clínicos, não conseguimos fechar um Kawasaki típico; B – CORRETA, temos a escarlatina estreptocócica como nossa hipótese mais provável e que tem como tratamento a penicilina benzatina, também pode ser feito amoxicilina oral; C – INCORRETA, o quadro da mononucleose não apresenta petéquias em dobras articulares, também não apresenta língua em framboesa, afastando esse diagnostico; E – INCORRETA, não precisa ser feito gamaglobulina endovenosa.";A) Doença de Kawasaki – prednisolona e antibiótico de largo espectro.;B) Escarlatina estreptocócica – penicilina benzatina.;C) Mononucleose – sintomáticos.;D) Doença de Kawasaki – gamaglobulina endovenosa e ácido acetilsalicílico.;E) Escarlatina estreptocócica – penicilina benzatina e gamaglobulina endovenosa;
